"","gm[1]","gm[2]","gm[3]","gm[4]","gm[5]","gm[6]","gm[7]","gm[8]","gm[9]","draw","tau_u[1]","tau_u[2]","tau_u[3]","tau_u[4]","tau_u[5]","tau_u[6]","tau_u[7]","tau_u[8]","tau_u[9]","L_u[1,1]","L_u[2,1]","L_u[3,1]","L_u[4,1]","L_u[5,1]","L_u[6,1]","L_u[7,1]","L_u[8,1]","L_u[9,1]","L_u[1,2]","L_u[2,2]","L_u[3,2]","L_u[4,2]","L_u[5,2]","L_u[6,2]","L_u[7,2]","L_u[8,2]","L_u[9,2]","L_u[1,3]","L_u[2,3]","L_u[3,3]","L_u[4,3]","L_u[5,3]","L_u[6,3]","L_u[7,3]","L_u[8,3]","L_u[9,3]","L_u[1,4]","L_u[2,4]","L_u[3,4]","L_u[4,4]","L_u[5,4]","L_u[6,4]","L_u[7,4]","L_u[8,4]","L_u[9,4]","L_u[1,5]","L_u[2,5]","L_u[3,5]","L_u[4,5]","L_u[5,5]","L_u[6,5]","L_u[7,5]","L_u[8,5]","L_u[9,5]","L_u[1,6]","L_u[2,6]","L_u[3,6]","L_u[4,6]","L_u[5,6]","L_u[6,6]","L_u[7,6]","L_u[8,6]","L_u[9,6]","L_u[1,7]","L_u[2,7]","L_u[3,7]","L_u[4,7]","L_u[5,7]","L_u[6,7]","L_u[7,7]","L_u[8,7]","L_u[9,7]","L_u[1,8]","L_u[2,8]","L_u[3,8]","L_u[4,8]","L_u[5,8]","L_u[6,8]","L_u[7,8]","L_u[8,8]","L_u[9,8]","L_u[1,9]","L_u[2,9]","L_u[3,9]","L_u[4,9]","L_u[5,9]","L_u[6,9]","L_u[7,9]","L_u[8,9]","L_u[9,9]"
"740",-0.0564354,-2.31393,-2.04992,-0.788071,0.20523,-6.55121,1.87183,0.0169377,0.0501909,740,0.221952,2.06508,0.819235,0.673123,0.269898,2.2817,0.548944,0.0242188,0.162847,1,0.502166,-0.221851,-0.220237,0.0182914,0.0472113,0.175229,0.311338,-0.256447,0,0.864771,0.0461789,0.297626,-0.168126,-0.155935,0.14315,0.419606,0.0393958,0,0,0.973986,0.714766,0.103028,-0.243886,-0.226166,0.0817813,0.580821,0,0,0,0.593317,-0.0835609,-0.068035,0.172208,-0.185598,-0.515535,0,0,0,0,0.976628,-0.353169,-0.284518,0.329045,-0.457549,0,0,0,0,0,0.885787,0.496816,0.23969,-0.0424621,0,0,0,0,0,0,0.734996,-0.523903,0.205356,0,0,0,0,0,0,0,0.495649,-0.163998,0,0,0,0,0,0,0,0,0.22211
"741",0.00997268,-3.52833,-2.00929,-0.975955,0.311372,-6.06123,1.87236,0.03089,0.0607087,741,0.129306,2.25022,0.945144,0.82484,0.253647,1.16613,0.543925,0.04832,0.185184,1,0.237701,-0.414188,-0.345242,-0.24873,-0.0981175,-0.0130858,0.107959,-0.290609,0,0.971338,-0.187627,0.302829,-0.0271244,-0.355749,-0.123549,0.21492,-0.336344,0,0,0.890643,0.473844,0.201953,0.507786,0.075331,-0.289679,0.687925,0,0,0,0.751382,-0.222936,0.183361,0.0182248,0.335289,-0.0846074,0,0,0,0,0.920278,0.288691,0.0135821,0.0487299,-0.105089,0,0,0,0,0,0.699289,0.22147,0.0256266,-0.163051,0,0,0,0,0,0,0.964015,-0.394873,-0.321388,0,0,0,0,0,0,0,0.766071,-0.0967187,0,0,0,0,0,0,0,0,0.414422
"742",-0.159794,-2.03578,-2.22458,-1.34115,0.130017,-3.80056,1.88738,0.0426606,0.103434,742,0.245414,1.72436,0.492572,0.666221,0.17383,0.966823,0.531965,0.0514463,0.0828949,1,-0.0349215,0.230371,0.309066,0.0867679,-0.107217,-0.341079,-0.0833508,-0.245082,0,0.99939,0.227558,-0.217105,-0.166067,0.487179,-0.111223,-0.0309391,-0.288338,0,0,0.946122,-0.215228,-0.0415986,-0.326682,-0.171608,0.357783,-0.0781149,0,0,0,0.900567,0.101514,-0.374927,0.352779,-0.456291,-0.166716,0,0,0,0,0.976144,-0.0907825,0.074724,0.152495,0.409639,0,0,0,0,0,0.704009,0.117552,-0.0841243,0.0949042,0,0,0,0,0,0,0.835458,-0.241562,-0.240282,0,0,0,0,0,0,0,0.753127,0.0609424,0,0,0,0,0,0,0,0,0.764617
"743",-0.12543,-3.36569,-2.09515,-0.837544,0.18511,-6.49237,2.30477,-0.00466486,0.0403163,743,0.1895,1.65393,1.02959,0.631155,0.237027,2.57032,0.740485,0.00899433,0.102421,1,0.141355,-0.462587,-0.486519,-0.177663,-0.15012,0.165199,-0.173935,-0.175453,0,0.989959,-0.459896,0.133585,-0.127547,-0.490979,-0.400689,0.111687,-0.379051,0,0,0.757964,0.0575336,0.0440001,0.326286,-0.160059,-0.155819,-0.102719,0,0,0,0.861478,-0.275776,0.377174,0.083318,0.188894,-0.283595,0,0,0,0,0.934976,0.0823708,-0.276929,-0.395632,-0.643552,0,0,0,0,0,0.693467,-0.454598,0.199208,0.294995,0,0,0,0,0,0,0.704449,-0.227498,0.195653,0,0,0,0,0,0,0,0.805821,0.0205064,0,0,0,0,0,0,0,0,0.441223
"744",-0.156794,-2.93189,-2.36838,-1.06064,0.223161,-8.52678,1.92943,0.0362606,0.0327987,744,0.530609,1.70589,0.893599,0.532538,0.233129,1.33089,0.681588,0.0340069,0.117966,1,-0.373247,-0.580897,0.269549,0.0206449,0.300496,0.0939893,-0.219245,-0.153016,0,0.927732,-0.352383,0.111219,-0.293229,0.550032,0.394072,-0.361009,0.0911546,0,0,0.733747,-0.273237,0.140565,-0.281348,-0.129311,0.33227,-0.374879,0,0,0,0.916687,-0.105701,-0.298263,0.388209,-0.499733,0.0777759,0,0,0,0,0.939499,0.0738016,-0.071826,0.101974,-0.141291,0,0,0,0,0,0.658485,-0.219704,-0.433613,0.394686,0,0,0,0,0,0,0.78423,0.0646443,0.389051,0,0,0,0,0,0,0,0.508793,0.244005,0,0,0,0,0,0,0,0,0.659587
"745",-0.149854,-3.23301,-2.97885,-0.949367,0.121683,-10.1434,2.0978,0.0332097,0.0797124,745,0.444404,1.73551,1.58675,0.535589,0.333272,1.5272,0.566626,0.0229802,0.140806,1,-0.0615841,-0.141386,-0.284377,-0.222079,0.46858,0.267141,-0.687554,-0.498339,0,0.998102,-0.0852282,-0.285585,-0.0892333,0.316379,0.149229,0.199325,0.0372425,0,0,0.986279,-0.0428785,0.401304,-0.159502,-0.254715,-0.228695,-0.243742,0,0,0,0.914184,0.063059,0.327823,0.198732,-0.252213,-0.0630621,0,0,0,0,0.881872,0.283095,-0.448684,0.378825,-0.0587397,0,0,0,0,0,0.683583,-0.0719932,0.10987,0.34471,0,0,0,0,0,0,0.771681,-0.344381,0.283143,0,0,0,0,0,0,0,0.312167,0.230054,0,0,0,0,0,0,0,0,0.656897
"746",-0.0725466,-2.50028,-2.71458,-1.03319,0.124675,-8.36007,2.14881,0.062446,0.057685,746,0.440853,1.11636,1.29839,0.486331,0.111408,0.241258,0.559123,0.0361977,0.0967209,1,0.157014,-0.706003,-0.382588,-0.0913723,0.228726,-0.0615662,-0.251586,-0.750614,0,0.987596,-0.174033,0.303927,0.00220999,-0.0655548,0.404947,-0.143174,-0.232893,0,0,0.686493,-0.0173076,-0.0460561,-0.12329,-0.230218,0.138084,-0.0630271,0,0,0,0.872327,-0.179259,0.149073,0.473298,-0.139206,-0.0695725,0,0,0,0,0.978464,-0.27679,0.233086,0.588495,-0.207634,0,0,0,0,0,0.910687,0.181543,0.0313147,-0.0297548,0,0,0,0,0,0,0.684053,-0.607025,-0.111164,0,0,0,0,0,0,0,0.402459,0.0532132,0,0,0,0,0,0,0,0,0.56066
"747",-0.0427098,-1.48715,-2.80096,-1.04714,0.266459,-9.5811,2.01473,-0.0447608,-0.0496199,747,0.331641,1.50385,0.946546,0.483141,0.196643,1.19768,0.479273,0.093486,0.194953,1,0.177195,-0.219342,-0.312848,-0.535259,-0.502847,-0.0101254,-0.00843671,0.147764,0,0.984176,-0.189572,-0.077159,-0.0928428,0.0183501,0.183868,-0.127511,-0.415917,0,0,0.957054,0.012558,0.170802,-0.191165,-0.255802,-0.284804,-0.0652469,0,0,0,0.94658,-0.0281594,0.20146,0.0237428,-0.136987,0.0488193,0,0,0,0,0.82153,0.167565,-0.173279,-0.491229,0.233324,0,0,0,0,0,0.800999,0.3155,-0.0171718,0.0608889,0,0,0,0,0,0,0.877796,-0.199174,0.164441,0,0,0,0,0,0,0,0.776221,0.496024,0,0,0,0,0,0,0,0,0.683601
"748",-0.089546,-2.25942,-2.80862,-0.786725,0.253307,-7.9368,1.97446,-0.0194629,0.0150777,748,0.18831,1.35181,0.783205,0.494742,0.155937,2.01219,0.879754,0.0382719,0.0653065,1,-0.0327811,-0.167348,-0.442478,0.143845,-0.479456,-0.41743,-0.303428,0.218694,0,0.999463,-0.259684,0.145254,-0.0286008,0.12053,0.18535,0.0567701,-0.511726,0,0,0.951083,0.192657,-0.13783,-0.0731767,-0.240896,0.321948,-0.117999,0,0,0,0.863712,-0.301107,-0.0409154,0.11921,-0.754482,-0.506079,0,0,0,0,0.93211,0.0662159,0.0607266,0.149743,-0.16801,0,0,0,0,0,0.862659,0.0305424,0.225331,-0.105829,0,0,0,0,0,0,0.845302,0.0277944,0.129409,0,0,0,0,0,0,0,0.397299,0.145406,0,0,0,0,0,0,0,0,0.585622
"749",-0.22645,-2.38132,-2.43551,-1.34932,0.234279,-3.67243,1.96488,0.0511501,0.0008364,749,0.284202,2.23164,0.485065,0.349298,0.290958,0.227819,0.440087,0.00804722,0.109657,1,-0.114002,-0.00365575,0.228695,-0.172745,0.419849,0.262009,0.457056,0.0771735,0,0.99348,-0.0226054,-0.18268,0.148893,0.0815966,-0.239694,-0.249716,-0.0451832,0,0,0.999738,0.658731,0.0517923,0.338808,-0.240569,-0.125626,-0.124433,0,0,0,0.693109,-0.236806,0.131845,0.396015,0.389694,0.389294,0,0,0,0,0.94299,0.138934,-0.204426,-0.11357,0.0160565,0,0,0,0,0,0.815838,-0.496795,-0.116797,0.113642,0,0,0,0,0,0,0.60877,-0.579339,-0.234112,0,0,0,0,0,0,0,0.44601,-0.180442,0,0,0,0,0,0,0,0,0.851134
"750",-0.0268471,-1.24275,-2.4692,-1.04561,0.163717,-4.80293,1.84766,0.0177342,0.0538507,750,0.129393,3.01782,0.865392,0.513784,0.117991,1.22651,0.72294,0.0198694,0.0770551,1,0.0685172,-0.384509,-0.241283,-0.022632,-0.504361,-0.403463,-0.319617,-0.3215,0,0.99765,-0.0196366,0.337219,-0.335489,-0.152655,-0.303943,0.232696,-0.0663296,0,0,0.922912,0.159896,-0.213572,-0.185179,-0.33688,0.210242,0.453878,0,0,0,0.895823,0.31246,-0.0568073,0.436904,-0.687245,-0.574523,0,0,0,0,0.862375,-0.177027,-0.0700641,0.191564,0.11792,0,0,0,0,0,0.808368,0.0649385,0.204286,0.191895,0,0,0,0,0,0,0.656763,0.302005,0.183016,0,0,0,0,0,0,0,0.39693,0.193747,0,0,0,0,0,0,0,0,0.484143
"751",-0.00384632,-0.87861,-2.6341,-1.06901,0.0916753,-7.56221,2.03481,0.0236298,0.120204,751,0.112277,2.77781,0.613704,0.55755,0.0302529,2.04524,0.397183,0.0277311,0.132969,1,-0.0210516,-0.0605799,-0.119975,0.149374,-0.543564,-0.260841,0.0774011,-0.280829,0,0.999778,-0.485589,0.181025,0.117888,-0.0883074,-0.186055,0.306315,0.31655,0,0,0.872085,0.205282,0.275398,-0.397758,-0.390144,0.421997,0.21567,0,0,0,0.954304,0.444422,0.0950448,0.411529,-0.0699348,-0.39541,0,0,0,0,0.830924,0.342372,-0.0442052,0.306228,0.318376,0,0,0,0,0,0.642087,0.0246212,0.240217,0.277312,0,0,0,0,0,0,0.757111,-0.115467,0.410682,0,0,0,0,0,0,0,0.743233,0.0340261,0,0,0,0,0,0,0,0,0.519602
"752",0.078151,-1.73824,-3.57326,-1.51923,0.27449,-5.0037,2.22863,0.00539526,0.0251438,752,0.173605,1.91357,1.34843,0.668364,0.0175734,2.40822,0.378639,0.0452335,0.0991975,1,0.4227,-0.278226,-0.278122,-0.240832,0.341972,-0.418079,0.23474,0.22177,0,0.90627,-0.472623,-0.280982,-0.197842,-0.197547,0.488792,-0.430857,0.147343,0,0,0.836192,0.00172141,-0.359075,-0.138659,-0.0698519,-0.22306,0.194542,0,0,0,0.918528,0.179833,0.243565,0.0735107,0.109335,0.392099,0,0,0,0,0.861153,-0.403148,-0.351199,-0.368096,-0.086193,0,0,0,0,0,0.7765,-0.263942,-0.198342,-0.0372581,0,0,0,0,0,0,0.618872,-0.43422,-0.243335,0,0,0,0,0,0,0,0.578073,-0.0520039,0,0,0,0,0,0,0,0,0.81657
"753",0.0892473,-2.93264,-3.60843,-1.63153,0.209394,-5.29795,2.30322,0.0378195,0.00889361,753,0.213351,1.29569,1.61725,1.29124,0.132676,1.34774,0.422455,0.0733663,0.0800386,1,0.487694,-0.544733,-0.145453,0.0630406,-0.373545,-0.408011,0.305679,-0.444819,0,0.873014,-0.538824,0.0766398,-0.238223,0.178081,0.409261,0.274927,-0.159752,0,0,0.6426,0.479499,-0.50573,0.218569,0.412255,0.172381,0.62997,0,0,0,0.862004,0.132938,-0.19616,-0.320878,-0.481455,0.173237,0,0,0,0,0.815991,0.115699,0.039754,-0.0943369,0.0109656,0,0,0,0,0,0.853882,-0.411892,0.0662676,0.0633963,0,0,0,0,0,0,0.471041,-0.307155,-0.341968,0,0,0,0,0,0,0,0.679578,-0.0783576,0,0,0,0,0,0,0,0,0.47172
"754",0.0811521,-2.1787,-2.87406,-1.55673,0.103179,-4.90179,2.2485,0.0432503,0.00765737,754,0.241669,1.04299,0.942444,0.801985,0.174281,1.54566,0.404274,0.0329356,0.0745922,1,0.339022,-0.348475,-0.0809691,-0.613971,0.511818,-0.289298,0.261902,-0.422127,0,0.940779,-0.726573,0.286752,0.128915,0.332012,0.228641,-0.0690448,-0.424388,0,0,0.592163,0.357547,-0.336381,0.227053,0.44287,-0.314235,0.355336,0,0,0,0.885086,0.0776115,-0.0554879,-0.140654,-0.264381,0.0693579,0,0,0,0,0.698029,0.46342,-0.171279,-0.189665,-0.124682,0,0,0,0,0,0.598682,-0.38134,-0.271023,0.0747454,0,0,0,0,0,0,0.688009,-0.662608,-0.213071,0,0,0,0,0,0,0,0.457738,0.00395574,0,0,0,0,0,0,0,0,0.666395
"755",0.067514,-3.20452,-2.29916,-1.07481,0.295246,-5.2771,2.25679,0.0396435,0.028056,755,0.202893,2.31184,1.10788,0.6102,0.0740967,1.53565,0.750921,0.106452,0.0966302,1,0.220012,0.0870276,-0.0471567,0.166082,-0.60593,-0.0141364,-0.0792144,0.0145221,0,0.975497,-0.545086,0.313654,-0.232449,-0.489353,-0.0223271,-0.129037,-0.376269,0,0,0.833851,0.595263,-0.243067,-0.103578,0.122513,-0.281596,-0.548325,0,0,0,0.738282,-0.391928,0.172673,-0.270061,-0.400023,-0.236228,0,0,0,0,0.840057,-0.102016,0.0104147,-0.510054,0.0653351,0,0,0,0,0,0.585175,-0.219285,0.556393,0.265791,0,0,0,0,0,0,0.929067,0.293843,-0.209355,0,0,0,0,0,0,0,0.285812,0.234824,0,0,0,0,0,0,0,0,0.572591
"756",0.181001,-3.77118,-2.28538,-1.01375,0.217924,-5.6754,2.48008,0.0326066,-0.0338709,756,0.311568,1.98501,0.976451,0.425711,0.0559395,1.3113,0.658081,0.136316,0.143749,1,0.0409292,-0.193188,-0.17317,-0.0422963,0.37895,-0.0738429,0.0261583,-0.625407,0,0.999162,-0.734679,0.205963,0.395778,0.554384,-0.058937,-0.302128,-0.313546,0,0,0.650326,0.395979,-0.0367912,0.0650344,0.313446,0.172894,-0.390393,0,0,0,0.877948,-0.0366589,0.494665,-0.267854,-0.37502,-0.0528879,0,0,0,0,0.9159,-0.0926417,-0.0409616,-0.197017,0.124396,0,0,0,0,0,0.539954,-0.313758,0.297822,-0.0307038,0,0,0,0,0,0,0.849092,-0.0458084,0.012687,0,0,0,0,0,0,0,0.779673,0.110337,0,0,0,0,0,0,0,0,0.571488
"757",-0.00172147,-2.22921,-2.09487,-1.162,0.197586,-5.13855,2.57124,0.0183191,0.0331562,757,0.196935,3.44556,0.754422,0.554396,0.0627996,0.942684,0.834333,0.0276533,0.0919835,1,0.20291,0.127874,-0.020992,0.0699066,-0.488454,0.169834,0.230155,-0.506222,0,0.979197,-0.0557539,0.293433,0.188247,-0.228827,0.110095,-0.141099,-0.270075,0,0,0.990222,0.212984,-0.0991928,-0.0830295,0.169734,0.0606632,0.194026,0,0,0,0.931716,-0.170733,-0.0476769,-0.28419,-0.442602,-0.373913,0,0,0,0,0.959524,0.133642,-0.345171,-0.507932,-0.306123,0,0,0,0,0,0.825847,-0.552914,0.283163,0.0961316,0,0,0,0,0,0,0.651617,-0.290022,-0.255709,0,0,0,0,0,0,0,0.552499,-0.262079,0,0,0,0,0,0,0,0,0.506278
"758",-0.046673,-1.32231,-2.45289,-1.11154,0.083242,-4.21276,2.42683,0.0624377,0.0475067,758,0.154597,2.70366,0.966991,0.623163,0.0496873,0.553737,1.14463,0.105764,0.122442,1,-0.119509,0.158366,-0.0193816,-0.0307721,-0.501945,0.237807,-0.363725,-0.351006,0,0.992833,-0.30073,0.31828,0.508962,-0.329247,-0.0668035,-0.283027,-0.129875,0,0,0.940469,0.310414,0.295352,-0.122248,0.615427,-0.334875,-0.118275,0,0,0,0.895525,-0.238656,0.0274182,-0.014525,-0.361476,-0.0561498,0,0,0,0,0.771895,-0.129506,-0.188627,-0.429252,-0.339175,0,0,0,0,0,0.779217,-0.499044,-0.0822095,0.362338,0,0,0,0,0,0,0.524784,-0.164427,-0.542207,0,0,0,0,0,0,0,0.571613,0.190072,0,0,0,0,0,0,0,0,0.516084
"759",-0.105233,-4.85945,-2.35927,-0.730393,0.226158,-6.87263,2.00102,0.078044,0.0996187,759,0.331297,1.85994,1.40452,0.994951,0.00792702,2.12759,0.794034,0.153052,0.0695404,1,-0.0147886,0.192398,-0.250446,0.0589624,0.427792,-0.44179,0.212172,-0.250864,0,0.999891,-0.561513,0.17616,-0.670506,0.0618142,0.330895,0.333916,-0.389526,0,0,0.80479,-0.274929,-0.183927,0.0997086,0.252496,0.130044,-0.0706513,0,0,0,0.911405,0.36641,0.244243,0.511784,-0.133371,0.00542247,0,0,0,0,0.615516,-0.0275515,-0.0611267,-0.407528,-0.140809,0,0,0,0,0,0.861868,0.521003,-0.209756,0.253155,0,0,0,0,0,0,0.307364,0.350856,0.128488,0,0,0,0,0,0,0,0.689643,0.669282,0,0,0,0,0,0,0,0,0.481615
"760",-0.145903,-5.47902,-2.51593,-0.970944,0.192399,-6.47697,1.91885,0.0852657,0.100028,760,0.316846,2.10009,1.3014,0.61971,0.0266229,0.702387,0.731888,0.0904476,0.0728852,1,-0.0613547,0.298996,-0.33836,0.113123,0.367959,-0.256862,0.371629,0.129714,0,0.998116,-0.530498,0.0575107,-0.351388,0.155027,0.0754057,0.13023,-0.536127,0,0,0.793205,-0.0185967,-0.493015,0.176893,0.351117,0.208267,-0.0647781,0,0,0,0.939074,0.108071,-0.341983,0.501689,-0.451829,0.185088,0,0,0,0,0.780376,0.0105862,0.0563997,-0.416648,0.150111,0,0,0,0,0,0.831996,0.620559,-0.201466,-0.205419,0,0,0,0,0,0,0.40631,0.068712,-0.288427,0,0,0,0,0,0,0,0.615225,0.634934,0,0,0,0,0,0,0,0,0.325925
"761",-0.0893932,-4.56966,-2.61178,-0.381642,0.289317,-7.113,2.39939,-0.0181703,0.0154395,761,0.221136,2.36817,1.20217,0.867626,0.119132,1.0868,1.96802,0.0208722,0.0594934,1,0.180434,0.0164561,-0.106321,0.176824,0.191543,-0.517461,-0.372048,0.0648474,0,0.983587,-0.453576,0.0202566,-0.345141,-0.416151,0.115967,-0.356092,-0.264557,0,0,0.891066,-0.2331,-0.165561,-0.169859,0.19928,0.162838,-0.485828,0,0,0,0.966411,-0.304501,-0.239735,0.386549,-0.408885,-0.261202,0,0,0,0,0.854096,0.124394,0.40941,-0.0686134,0.197362,0,0,0,0,0,0.829657,0.376059,-0.112721,0.248006,0,0,0,0,0,0,0.469698,-0.119622,-0.0358774,0,0,0,0,0,0,0,0.71369,-0.0144098,0,0,0,0,0,0,0,0,0.720829
"762",0.000565672,-2.51269,-2.29101,-1.07735,0.127373,-6.0218,2.76161,0.0680428,0.0494416,762,0.402584,1.71447,0.417764,0.555055,0.0369886,2.37047,1.20413,0.030125,0.122484,1,-0.109882,-0.305809,-0.421672,-0.0151619,-0.0297328,-0.24964,0.441739,-0.403848,0,0.993945,-0.349491,-0.451734,-0.208006,0.124607,-0.179758,0.0915923,-0.144741,0,0,0.885628,-0.112896,-0.561316,0.558005,-0.559875,-0.208724,-0.277546,0,0,0,0.778064,0.105392,0.208175,0.532719,-0.0508408,0.0083256,0,0,0,0,0.793927,0.0426091,-0.359357,-0.0404613,0.248943,0,0,0,0,0,0.791876,0.174226,-0.116766,-0.10586,0,0,0,0,0,0,0.385519,0.370492,-0.722828,0,0,0,0,0,0,0,0.77317,-0.00703858,0,0,0,0,0,0,0,0,0.378347
"763",-0.0552075,-3.8446,-2.28673,-1.12795,0.170116,-4.92923,2.20933,0.0351214,0.0293916,763,0.143013,1.65827,0.31414,0.536855,0.172868,2.09486,0.963183,0.0562103,0.0670333,1,0.270448,-0.212691,0.0357888,-0.312377,-0.420087,-0.17634,-0.457117,-0.183782,0,0.962735,-0.0437506,0.175679,0.354164,-0.138073,-0.188572,-0.301941,-0.0902702,0,0,0.976139,0.616134,-0.293315,-0.0997461,-0.165804,-0.417382,-0.00948872,0,0,0,0.766965,-0.228539,-0.346934,0.044299,-0.374733,-0.145143,0,0,0,0,0.799203,0.0609306,0.290137,0.305331,-0.0945401,0,0,0,0,0,0.818803,0.529055,0.439142,0.0521283,0,0,0,0,0,0,0.73472,0.176067,-0.295504,0,0,0,0,0,0,0,0.261095,-0.130408,0,0,0,0,0,0,0,0,0.906055
"764",-0.0630072,-3.0361,-2.61179,-1.11402,0.130098,-5.39251,2.46739,0.020102,-0.0195597,764,0.154976,1.88043,0.441331,0.520327,0.429203,0.802088,0.832955,0.0142468,0.118199,1,0.166434,0.021242,0.182518,0.336783,-0.263428,-0.138718,-0.212523,-0.168273,0,0.986053,-0.429225,0.17643,-0.24253,0.370173,-0.433064,-0.238429,-0.284902,0,0,0.902948,0.503721,0.155165,0.31213,-0.138809,-0.179808,0.244218,0,0,0,0.825727,-0.503575,0.209729,0.626715,-0.241499,-0.0687147,0,0,0,0,0.741682,0.153514,0.220584,-0.275161,0.282626,0,0,0,0,0,0.792843,0.13031,-0.0837526,-0.206341,0,0,0,0,0,0,0.561725,-0.49628,-0.0093131,0,0,0,0,0,0,0,0.6916,-0.227939,0,0,0,0,0,0,0,0,0.807251
"765",-0.0223966,-2.47366,-2.67289,-1.08266,0.240362,-4.51771,2.33662,0.0250567,-0.0294028,765,0.145127,2.02307,0.484062,0.625175,0.380494,1.59365,0.889234,0.0530408,0.103819,1,0.368203,-0.150038,0.227288,0.307111,-0.570164,-0.232479,-0.410666,0.0225813,0,0.929746,-0.494718,0.0950793,-0.260316,0.175369,-0.340978,0.00761753,-0.123404,0,0,0.856004,0.259934,0.122429,-0.145953,-0.0917184,0.239972,0.0952652,0,0,0,0.933667,-0.304593,-0.135667,0.576254,-0.300295,0.132714,0,0,0,0,0.85449,-0.124427,0.332233,-0.367225,0.0998646,0,0,0,0,0,0.767443,0.250432,-0.535788,-0.0866214,0,0,0,0,0,0,0.562237,-0.39811,-0.769928,0,0,0,0,0,0,0,0.321119,-0.109642,0,0,0,0,0,0,0,0,0.57904
"766",-0.0246845,-2.904,-1.88517,-0.939498,0.272863,-4.00129,2.31871,0.0124714,0.0484848,766,0.46461,1.1664,0.715468,0.538643,0.0144512,0.132707,0.729546,0.0856497,0.0803595,1,0.264116,0.23626,0.0390343,0.393107,-0.0782041,0.479666,-0.4499,0.194079,0,0.964491,-0.565764,-0.244533,-0.0486447,0.0246356,0.028531,-0.0428551,-0.295326,0,0,0.789995,0.197534,-0.246009,-0.26936,0.558208,-0.133436,0.127815,0,0,0,0.948504,-0.0559637,-0.0318945,0.328452,-0.41994,-0.56908,0,0,0,0,0.882864,-0.266081,-0.371343,-0.20056,-0.0255587,0,0,0,0,0,0.921361,0.269709,0.121529,0.0279261,0,0,0,0,0,0,0.372813,-0.33297,-0.156428,0,0,0,0,0,0,0,0.660103,-0.197078,0,0,0,0,0,0,0,0,0.6857
"767",-0.146194,-4.58891,-2.18932,-0.759293,0.356007,-6.21972,2.40115,0.0387983,0.0690091,767,0.197094,2.6186,0.608782,0.350062,0.267854,1.92585,0.816937,0.00801577,0.0889188,1,0.283441,-0.0715889,-0.171346,-0.411039,-0.088418,-0.330532,0.448187,-0.323142,0,0.95899,0.0405259,0.29291,-0.222139,-0.00401725,0.106062,-0.227912,-0.527807,0,0,0.996611,0.0713434,0.463523,0.410836,-0.186933,0.0853305,-0.397907,0,0,0,0.937952,-0.153877,0.365889,0.325389,0.101071,0.450828,0,0,0,0,0.737001,0.389536,-0.259318,0.211134,-0.166478,0,0,0,0,0,0.733326,-0.675903,-0.225022,0.116316,0,0,0,0,0,0,0.463236,0.465235,0.271534,0,0,0,0,0,0,0,0.646553,-0.198189,0,0,0,0,0,0,0,0,0.318071
"768",-0.0697854,-4.26108,-2.0734,-0.794457,0.0928579,-4.87551,2.29797,-0.0119258,0.0428737,768,0.210254,2.76348,0.37812,0.494149,0.119306,0.712783,0.715335,0.105705,0.0756214,1,0.0405868,-0.203088,0.134479,-0.184815,-0.0260558,0.240907,-0.244792,0.186072,0,0.999176,0.462551,-0.0627326,-0.0499679,-0.106553,-0.149197,-0.305512,-0.729113,0,0,0.863019,-0.0107815,0.201087,0.119086,0.154664,0.316054,0.0886234,0,0,0,0.98887,-0.808647,0.475349,0.608747,-0.0968574,0.20301,0,0,0,0,0.518653,0.249129,0.000648201,0.256737,0.118561,0,0,0,0,0,0.828109,-0.386637,-0.59242,0.332292,0,0,0,0,0,0,0.612962,0.184638,-0.142018,0,0,0,0,0,0,0,0.535259,-0.277103,0,0,0,0,0,0,0,0,0.404073
"769",-0.0452311,-2.81699,-2.12258,-0.975574,0.401742,-5.70218,2.10883,0.0130302,-0.0188691,769,0.244652,1.69777,0.741436,0.40202,0.821147,2.39776,0.675031,0.0566403,0.0396858,1,-0.423082,0.122388,-0.125088,0.163031,-0.136363,0.174101,0.256843,-0.14984,0,0.906091,-0.288171,-0.0717967,-0.449056,-0.0820165,-0.061356,-0.167989,0.175651,0,0,0.949725,0.592155,-0.335253,0.176139,0.0567158,-0.20926,0.367667,0,0,0,0.792812,0.240017,-0.196264,0.460827,-0.037519,-0.180487,0,0,0,0,0.775736,0.34815,-0.38076,-0.728899,0.0950376,0,0,0,0,0,0.885396,-0.0340226,0.415655,-0.432949,0,0,0,0,0,0,0.77731,0.110488,0.153682,0,0,0,0,0,0,0,0.379925,-0.124697,0,0,0,0,0,0,0,0,0.737086
