"","time","x","y","pupil","num_fields","is_valid_row","real_row","conf_start","stim_start","conf_end","stim_end","trial","pre_stim","ref_mean","ref_sd","thisRow.t","notes","block","Trialtype","withinblocktrial","RTdec","resp","cor","dots.direction","cor_resp","coherence","scale","SR_conf","RTrating","interval","interTrial.interval","start_conf","subject","age","gender","handedness","X","n"
"162201",7905974,"  918.3","601.8",4566,5,TRUE,161174,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,162201
"162301",7906074,"  916.2","597.7",4571,5,TRUE,161274,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,162301
"162401",7906174,"  911.2","598.2",4560,5,TRUE,161374,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,162401
"162501",7906274,"  920.6","593.3",4583,5,TRUE,161474,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,162501
"162601",7906374,"  915.3","596.3",4546,5,TRUE,161574,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,162601
"162701",7906474,"  918.9","595.9",4577,5,TRUE,161674,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,162701
"162801",7906574,"  921.8","595.7",4556,5,TRUE,161774,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,162801
"162901",7906673,"  921.4","599.1",4533,5,TRUE,161874,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,162901
"163001",7906773,"  921.5","599.8",4542,5,TRUE,161974,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,163001
"163101",7906873,"  919.8","600.4",4541,5,TRUE,162074,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,163101
"163201",7906973,"  923.8","604.2",4528,5,TRUE,162174,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,163201
"163301",7907073,"  917.5","604.1",4509,5,TRUE,162274,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,163301
"163401",7907173,"  920.3","603.7",4522,5,TRUE,162374,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,163401
"163501",7907273,"  926.8","619.3",4504,5,TRUE,162474,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,163501
"163601",7907373,"  923.3","614.2",4512,5,TRUE,162574,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,163601
"163701",7907473,"  925.6","618.1",4499,5,TRUE,162674,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,163701
"163801",7907573,"  925.2","619.1",4476,5,TRUE,162774,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,163801
"163901",7907673,"  931.0","617.5",4473,5,TRUE,162874,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,163901
"164001",7907773,"  933.2","620.3",4456,5,TRUE,162974,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,164001
"164101",7907873,"  932.8","618.4",4464,5,TRUE,163074,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,164101
"164201",7907973,"  933.9","622.6",4466,5,TRUE,163174,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,164201
"164301",7908073,"  934.2","617.4",4438,5,TRUE,163274,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,164301
"164401",7908173,"  929.6","622.5",4427,5,TRUE,163374,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,164401
"164501",7908273,"  931.3","625.1",4437,5,TRUE,163474,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,164501
"164601",7908373,"  931.8","625",4435,5,TRUE,163574,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,164601
"164701",7908473,"  934.4","624.6",4439,5,TRUE,163674,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,164701
"164801",7908573,"  934.3","627.9",4425,5,TRUE,163774,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,164801
"164901",7908673,"  977.1","622.1",4429,5,TRUE,163878,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,164901
"165001",7908773,"  969.0","617.8",4441,5,TRUE,163978,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,165001
"165101",7908873,"  924.3","623",4434,5,TRUE,164082,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,165101
"165201",7908973,"  930.5","615.7",4435,5,TRUE,164182,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,165201
"165301",7909073,"  925.2","618.9",4435,5,TRUE,164282,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,165301
"165401",7909173,"  933.3","619.5",4414,5,TRUE,164382,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,165401
"165501",7909273,"  931.4","620",4401,5,TRUE,164482,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,165501
"165601",7909373,"  930.7","605.7",4385,5,TRUE,164582,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,165601
"165701",7909473,"  930.7","604.2",4377,5,TRUE,164682,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,165701
"165801",7909573,"  930.4","603.4",4391,5,TRUE,164782,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,165801
"165901",7909673,"  926.0","602.7",4423,5,TRUE,164882,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,165901
"166001",7909773,"  926.4","605",4437,5,TRUE,164982,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,166001
"166101",7909873,"  924.7","617.8",4455,5,TRUE,165082,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,166101
"166201",7909973,"  930.3","618.2",4466,5,TRUE,165182,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,166201
"166301",7910073,"  896.4","604.3",4492,5,TRUE,165286,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,166301
"166401",7910173,"  895.8","612.1",4531,5,TRUE,165386,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,166401
"166501",7910273,"  931.4","616.6",4524,5,TRUE,165491,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,166501
"166601",7910373,"  935.7","616.5",4564,5,TRUE,165591,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,166601
"166701",7910473,"  932.7","615.5",4572,5,TRUE,165691,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,166701
"166801",7910573," 1028.9","610.5",4588,5,TRUE,165795,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,166801
"166901",7910673," 1027.8","610.8",4575,5,TRUE,165895,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,166901
"167001",7910773," 1032.7","612.6",4611,5,TRUE,165996,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,167001
"167101",7910873," 1027.8","614.2",4597,5,TRUE,166096,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,167101
"167201",7914541,"  921.4","601.8",4566,5,TRUE,NA,NA,NA,NA,NA,40,TRUE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,167201
"167301",7914541,"  921.4","601.8",4566,5,TRUE,166243,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,167301
"167401",7914640,"  922.7","608.3",4577,5,TRUE,166343,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,167401
"167501",7914740,"  921.4","607.4",4599,5,TRUE,166443,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,167501
"167601",7914840,"  917.6","604.5",4536,5,TRUE,166543,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,167601
"167701",7914940,"  920.3","608.2",4562,5,TRUE,166643,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,167701
"167801",7915040,"  913.6","614.3",4528,5,TRUE,166743,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,167801
"167901",7915140,"  887.0","592.5",4507,5,TRUE,166847,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,167901
"168001",7915240,"  886.6","587.2",4497,5,TRUE,166947,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,168001
"168101",7915340,"  890.9","591.5",4462,5,TRUE,167047,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,168101
"168201",7915440,"  888.3","585.5",4447,5,TRUE,167147,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,168201
"168301",7915540,"  890.5","583.1",4421,5,TRUE,167247,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,168301
"168401",7915640,"  889.9","584",4416,5,TRUE,167347,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,168401
"168501",7915739,"  890.2","581.7",4417,5,TRUE,167447,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,168501
"168601",7915839,"  888.3","585.8",4418,5,TRUE,167547,FALSE,FALSE,FALSE,FALSE,40,FALSE,4575.59,7.97609433294772,NA,NA,2,"Main",39,1.25900870000078,"up",1,90,"up",0.191836734693878,"conf","0.040000000000000036","0.935572600001251","2.0490499413835632",2.66844874814213,0.457237392630336,5,2654,"h","r",NA,168601
